Age,Income,Credit_Score,Years_Employed,Existing_Loans,Debt_to_Income,Savings,Loan_Amount,Loan_Approved
19,126985,574,1,4,0.68,6713,77623,0
49,129021,306,17,5,0.69,96608,172454,0
30,144062,477,9,1,0.33,88071,135978,0
63,147359,541,39,4,0.28,97856,227786,1
44,97986,502,20,5,0.63,94099,7696,0
66,96216,842,36,0,0.71,85498,17626,1
58,30068,761,31,1,0.52,2026,183359,1
34,74460,379,9,1,0.75,71009,58303,0
57,120766,822,30,2,0.34,71203,235681,1
48,66418,716,17,3,0.16,52106,92765,1
51,46206,683,20,2,0.18,94425,141830,1
41,148180,690,13,0,0.55,92676,69495,1
62,20287,425,39,5,0.36,83506,168323,1
52,42337,793,34,1,0.17,82477,257119,1
65,40666,346,40,1,0.27,95564,212791,1
23,136595,775,3,4,0.45,34452,111809,0
36,21161,763,8,3,0.14,88962,216688,1
47,134817,422,25,3,0.05,4268,207886,1
24,141025,773,5,4,0.74,81729,41797,0
27,120667,433,6,0,0.28,94602,139135,1
58,110071,322,31,3,0.22,1658,48147,1
49,118064,534,30,1,0.57,35064,88657,1
51,58751,358,26,0,0.69,35293,156676,1
45,102063,463,27,2,0.52,44042,31484,0
32,126511,515,9,2,0.24,8792,178402,0
47,109389,482,19,0,0.7,7604,64321,0
54,34758,389,27,1,0.43,48821,185199,1
46,85780,610,16,2,0.34,39557,105758,1
39,135614,556,21,5,0.5,8420,20828,0
21,23178,832,2,1,0.58,39521,9957,0
37,51831,832,17,4,0.5,62951,285815,0
49,22176,351,23,3,0.74,24018,127838,0
53,123306,637,31,0,0.52,64076,109596,1
67,53654,470,40,3,0.71,6108,131054,1
21,143220,366,0,4,0.49,93686,79232,0
44,46627,599,15,2,0.3,71783,246335,1
34,72550,531,16,5,0.45,74937,214420,0
29,132025,367,9,1,0.11,18007,282527,1
39,64910,805,17,1,0.22,10997,13892,1
34,110417,327,0,4,0.62,6261,294924,0
27,78251,350,2,0,0.55,70804,155461,0
18,55422,559,0,3,0.17,72520,124478,0
39,31984,483,13,5,0.38,21926,50081,0
43,109312,322,20,2,0.16,98398,263034,0
35,81386,428,1,0,0.69,98994,280239,0
67,103291,590,40,5,0.13,66546,31634,1
31,27135,800,7,5,0.54,18144,184311,0
64,20320,485,40,4,0.51,26903,52873,1
46,122958,778,14,4,0.4,2177,96084,0
29,114171,791,5,1,0.26,93482,180824,1
53,41684,812,28,2,0.35,61952,79569,1
52,75913,366,26,0,0.65,10168,127793,1
69,108774,766,37,1,0.62,3389,263406,1
29,41889,584,10,2,0.6,7364,249265,0
24,115849,716,0,3,0.61,28033,70820,0
46,118071,399,14,3,0.16,49545,240919,0
28,68899,488,1,1,0.12,12865,108874,1
50,144011,687,32,0,0.7,19936,92651,1
23,30770,540,0,2,0.68,78863,89355,0
64,59321,716,40,3,0.56,98788,45291,1
32,105962,475,1,3,0.5,4741,291619,0
49,129863,686,20,0,0.33,90537,58603,1
68,61777,770,37,1,0.22,4839,286494,1
28,66250,532,7,4,0.55,20139,233092,0
40,93034,751,10,5,0.73,47905,264934,0
43,124940,576,10,2,0.38,91934,218259,0
51,60130,528,18,3,0.28,53749,28519,1
63,101931,470,40,5,0.25,26036,258618,1
51,69346,512,28,5,0.07,46272,146852,1
46,22537,581,23,4,0.44,2740,256154,0
21,104762,340,0,5,0.79,85044,144733,0
34,35216,421,10,0,0.66,59788,33512,1
52,104149,526,19,1,0.72,32611,23403,1
30,23009,593,4,2,0.52,71827,47983,0
58,109904,566,28,0,0.41,32109,118351,1
56,49327,840,27,1,0.79,20481,256584,1
32,34209,750,14,0,0.39,6247,112915,1
46,68443,748,21,3,0.74,54621,292600,0
46,35029,360,25,3,0.62,22383,235214,0
28,87613,801,6,4,0.3,65535,13461,0
69,99443,446,35,0,0.43,26319,164017,1
49,76997,633,29,5,0.34,40334,75363,0
19,122171,441,1,3,0.15,24728,93907,0
64,134456,343,40,1,0.32,31442,83439,1
31,82559,443,5,4,0.72,87846,230144,0
37,84892,632,15,5,0.61,43521,127512,0
39,90409,796,15,2,0.26,65777,266157,1
28,28635,695,5,0,0.33,87988,186536,1
44,53065,354,10,3,0.51,13137,250655,0
20,131399,606,0,5,0.36,44636,89204,0
34,140544,722,4,1,0.43,15905,36869,1
61,127340,716,32,0,0.57,88309,128263,1
45,53783,624,24,1,0.4,31024,263132,1
46,54152,379,21,4,0.19,65966,119550,1
38,78741,330,16,3,0.44,18702,52369,0
64,127049,411,40,3,0.32,17505,210603,1
33,71502,771,3,4,0.27,70790,33911,0
54,49092,373,26,1,0.3,62071,128976,1
37,37653,778,12,0,0.38,9498,246310,1
23,117999,686,0,1,0.71,78710,247051,0
36,119564,732,18,0,0.6,59456,273665,0
22,60469,711,0,5,0.55,95958,44123,0
20,143064,766,0,4,0.4,30733,298658,0
18,106483,547,0,2,0.05,68432,42539,0
55,141585,419,21,0,0.31,58158,50226,1
32,79754,366,2,3,0.66,4911,76332,0
51,49978,626,25,5,0.34,50105,38576,0
52,107592,769,33,3,0.47,74876,8293,1
66,114543,792,32,5,0.2,83959,139531,1
42,63169,585,18,3,0.74,65322,285947,0
41,68287,611,21,1,0.74,37672,274715,0
29,74745,608,3,1,0.16,71412,30772,1
35,130168,396,8,1,0.59,67239,19171,0
32,133985,412,1,5,0.11,64804,118627,0
61,140843,755,29,5,0.5,62727,123212,0
33,25543,762,15,3,0.18,7440,80253,0
44,76392,431,21,0,0.16,98473,217019,1
25,41067,420,0,5,0.05,68560,179185,0
63,71033,496,40,3,0.76,16751,51927,0
42,65256,781,24,0,0.67,13730,174159,1
34,110633,338,14,1,0.11,65792,154323,1
46,128383,811,12,5,0.5,22380,135328,0
25,129048,773,0,2,0.22,29972,226795,0
32,89345,460,7,1,0.25,65385,280994,0
44,42191,588,10,4,0.71,38113,90236,0
63,106803,499,38,0,0.14,11149,88518,1
67,92742,827,33,2,0.5,56014,272093,1
69,138843,802,40,1,0.35,39402,297725,1
24,106593,547,0,5,0.19,83917,77108,0
20,48992,682,0,2,0.39,50557,162625,1
46,132050,517,18,3,0.76,98895,248106,0
61,101531,386,40,0,0.64,1243,54790,1
41,68803,381,10,4,0.15,3414,238542,0
20,129975,361,0,3,0.69,4856,211722,0
37,83477,799,14,2,0.75,72799,207492,0
63,33210,341,29,1,0.26,82335,290196,1
32,103329,311,13,0,0.3,59949,162646,1
42,46270,414,17,5,0.14,42392,87009,0
47,82008,517,26,4,0.31,13470,183976,0
31,25197,405,4,1,0.55,14772,10224,1
24,133857,827,0,4,0.25,28382,182390,1
34,27452,771,13,5,0.06,70662,14435,1
61,61486,686,28,0,0.3,85944,109395,1
37,34859,525,6,2,0.39,81399,241166,0
53,47236,780,20,4,0.47,14584,205109,1
26,51899,707,0,0,0.56,24391,259464,1
55,52083,756,34,4,0.1,86376,61398,1
65,87708,320,40,1,0.4,37965,41928,1
39,131462,502,21,4,0.25,92207,56382,1
19,36663,716,0,1,0.76,13097,200394,1
41,113076,715,23,1,0.32,19839,269427,1
25,138665,747,0,0,0.13,84310,44605,1
28,39053,811,8,3,0.08,38693,144787,0
30,31085,384,12,5,0.25,52988,198978,0
34,50564,466,16,4,0.18,50769,85275,1
25,109745,683,1,2,0.54,3469,158942,0
38,79095,767,8,1,0.69,13468,165543,1
35,89517,371,17,3,0.28,40025,147662,1
47,41153,820,14,1,0.48,4165,285789,1
35,25247,772,4,3,0.6,58603,292041,0
63,30553,557,40,3,0.35,77906,20437,1
64,40811,574,35,2,0.1,44251,212926,1
48,115381,319,19,3,0.22,48526,53198,1
55,26135,789,21,2,0.71,29942,287285,1
49,25573,789,17,0,0.67,46017,133680,1
28,138819,625,1,1,0.11,61555,259401,1
62,144588,828,40,2,0.22,33209,33094,1
42,99267,388,13,5,0.63,40365,174193,0
50,27189,785,32,1,0.41,2407,47137,1
55,100077,649,37,5,0.62,65081,259588,0
58,63646,383,31,4,0.21,26976,113385,1
25,96623,686,0,5,0.76,42969,283509,0
28,131971,386,9,0,0.64,39325,283115,0
39,73687,606,5,4,0.2,57741,134076,0
68,88312,453,40,4,0.47,16515,113363,0
41,127615,739,15,3,0.13,37174,36359,1
58,47564,563,30,5,0.32,78330,208247,0
34,48835,720,11,3,0.54,6700,166284,0
29,81587,792,0,5,0.3,74663,56567,0
63,27697,710,40,4,0.54,54379,220578,1
49,100165,472,25,3,0.23,28391,293284,1
32,93922,303,6,1,0.59,77276,247178,0
33,37046,771,5,5,0.32,68081,191504,0
39,77823,409,6,5,0.64,90227,213640,0
45,93580,336,26,3,0.15,58284,262263,1
37,73370,330,5,5,0.32,83054,148877,0
50,29615,680,30,4,0.4,63206,264532,0
27,133338,567,6,3,0.37,94590,9400,1
57,25060,310,33,3,0.37,79593,87100,1
49,96436,643,20,2,0.38,60485,71300,1
67,80519,843,40,2,0.79,72539,199746,1
50,140562,465,23,4,0.19,35032,81094,1
19,91117,641,0,1,0.63,19156,196195,0
50,81158,781,19,5,0.46,50316,132867,0
50,54782,318,30,0,0.36,49787,163019,1
58,105709,483,24,5,0.53,94099,150286,0
30,98533,844,2,0,0.69,42579,223030,1
47,128939,309,20,4,0.4,58574,133042,0
50,78255,491,23,1,0.7,73261,233629,1
30,131952,619,3,1,0.12,88218,146046,1
69,92684,774,40,1,0.54,94263,108985,1
43,76918,726,11,2,0.3,60235,64571,1
39,146093,358,5,4,0.34,53904,274141,0
56,104284,735,27,0,0.48,82721,210982,1
19,99558,396,0,1,0.41,37740,269597,0
55,105549,795,22,4,0.34,74130,267682,1
56,124223,577,24,5,0.28,50554,81151,0
43,101422,564,11,0,0.51,8199,35593,1
63,140363,308,40,2,0.43,40032,138375,1
67,146352,756,38,3,0.29,93886,191645,1
32,45256,572,13,0,0.2,82410,263740,1
51,50005,307,25,5,0.63,5480,63384,0
59,26638,507,38,0,0.65,31435,55543,1
61,57419,422,39,0,0.21,31120,89092,1
66,53377,332,40,3,0.25,73155,167540,1
57,126244,812,30,1,0.23,3607,235186,1
28,63116,503,4,5,0.71,75918,94268,0
20,56634,817,0,3,0.63,75116,28940,0
23,102291,816,1,0,0.11,86324,41481,1
26,43382,742,0,5,0.67,23026,150283,0
23,135303,638,0,2,0.08,18173,53866,1
26,76063,737,4,0,0.24,89816,80714,1
56,42394,744,36,2,0.74,35262,219483,1
48,87789,435,21,4,0.7,52903,258061,0
49,123246,686,27,2,0.64,48156,299585,0
58,130634,324,26,0,0.39,73246,230454,1
67,20864,805,40,3,0.29,78764,289988,1
29,119572,624,10,0,0.71,63301,57200,1
25,60222,637,0,0,0.54,92591,124607,1
25,33666,394,0,4,0.27,65314,167661,0
67,143664,844,40,1,0.4,97688,50986,1
45,40955,445,27,0,0.71,21449,188158,1
37,130674,530,5,4,0.73,94242,76646,0
64,123533,794,35,3,0.54,31466,99476,0
24,101845,337,6,4,0.6,89121,77149,0
28,136925,724,4,4,0.08,25279,143303,0
37,89590,736,19,2,0.5,12837,147286,1
33,147775,667,9,1,0.57,25209,102743,1
21,86471,644,2,1,0.07,13220,254774,0
23,130476,459,0,5,0.68,4965,238463,0
39,108314,849,9,3,0.75,43276,250317,0
43,142579,840,21,5,0.23,28230,121810,0
20,63298,443,2,4,0.68,90165,143681,0
58,83108,644,40,3,0.55,42920,276881,0
59,133864,568,40,3,0.49,66165,272750,1
31,68924,567,9,1,0.68,62544,55775,0
28,36709,468,2,1,0.26,94406,180758,0
35,29726,332,6,1,0.64,83909,126914,0
29,80824,676,3,0,0.29,95691,184653,1
40,60542,513,12,4,0.64,24036,115397,0
29,40245,739,11,3,0.39,66322,137167,0
30,54753,791,3,4,0.14,5847,221819,0
42,99788,692,23,3,0.34,87250,222277,0
62,41316,788,38,3,0.23,51772,27065,1
68,122907,328,40,5,0.13,13893,217789,0
36,104698,338,13,3,0.13,5649,272826,0
63,35960,472,36,3,0.64,31571,129656,1
53,50791,316,27,2,0.71,12613,108508,1
62,127766,355,37,2,0.75,54833,130300,1
25,45216,525,0,5,0.69,63423,21468,0
46,52467,366,20,0,0.67,90964,77620,1
49,84427,496,23,1,0.1,42382,48848,1
68,132470,322,40,3,0.64,53348,155235,1
61,82047,536,29,4,0.64,89069,82564,0
35,93290,437,16,2,0.15,54705,71544,1
23,67014,772,5,1,0.55,76642,56516,1
35,24078,528,9,0,0.39,98849,20523,1
36,98389,616,10,1,0.73,86930,126456,1
39,70519,500,9,3,0.57,78813,269343,0
54,24042,557,29,1,0.76,56817,251669,1
49,69052,779,27,3,0.13,81984,220905,1
58,34389,477,38,5,0.08,79669,75231,1
20,115961,422,0,2,0.78,45142,6006,0
45,88111,641,11,2,0.11,71182,274258,0
27,125058,470,0,3,0.34,14708,231403,0
68,113715,358,35,4,0.54,7090,241928,0
52,70733,764,32,2,0.71,53902,263350,1
46,54754,559,23,4,0.24,93170,264074,1
32,38624,672,14,3,0.07,92757,82977,1
50,105886,394,17,5,0.44,81928,166261,0
24,46681,424,0,3,0.4,44752,5181,0
29,109524,340,5,5,0.28,20643,148884,0
66,101006,553,40,2,0.71,40647,27716,1
47,44704,306,20,4,0.61,66082,255706,0
38,124272,770,6,3,0.69,81329,45218,0
48,114913,810,25,2,0.17,98330,31633,1
41,114108,368,22,5,0.57,73974,278083,0
37,143731,380,3,3,0.78,85431,277216,0
54,27493,841,36,5,0.51,19474,210454,0
21,89639,561,3,1,0.18,38402,253048,1
45,120380,388,24,5,0.8,83487,162847,0
61,74383,507,28,1,0.45,17504,89751,1
37,22994,512,12,2,0.68,7768,261463,0
41,89280,565,23,3,0.16,75043,188472,1
67,67234,592,39,2,0.55,96346,298763,1
66,67291,506,32,0,0.73,1620,134729,1
68,148674,632,40,5,0.45,21447,112696,0
49,112868,376,20,2,0.27,99757,165624,1
58,25594,587,32,2,0.15,20118,67017,1
53,125835,346,29,1,0.27,63051,206020,1
51,27371,499,22,5,0.32,47599,51075,0
53,67315,726,21,1,0.58,67494,140722,0
19,103564,509,0,3,0.18,11200,212452,0
32,147251,719,0,2,0.13,95854,42343,0
51,121448,453,29,5,0.34,59704,261980,0
53,99526,821,22,2,0.39,54487,232101,1
23,132387,714,4,3,0.52,47465,262086,0
56,36626,652,23,4,0.58,30840,159903,0
59,106005,456,25,3,0.72,89440,172949,0
68,126258,560,40,1,0.27,19435,50197,1
68,125573,376,40,1,0.45,48897,197107,1
29,27130,787,8,2,0.32,98607,193193,0
20,26828,430,0,1,0.05,64876,251349,1
62,77514,754,35,5,0.48,90727,268926,0
35,127148,462,13,3,0.66,50412,9412,0
57,132524,314,29,2,0.08,73282,118043,1
38,124635,531,14,3,0.05,29484,101169,0
32,72664,494,10,3,0.6,39658,216206,0
50,131701,841,21,2,0.56,7053,146688,1
52,37883,658,20,4,0.35,83055,42448,0
43,63059,630,14,1,0.55,56251,128678,1
25,104078,726,4,0,0.77,41645,279245,0
53,62932,796,24,0,0.24,3545,80822,1
65,149900,785,31,0,0.23,80983,188353,1
47,81269,748,14,1,0.19,96495,55465,1
40,139850,712,12,4,0.59,78213,278214,0
59,95986,629,40,3,0.31,9560,128927,1
61,105959,446,28,2,0.79,63375,63431,0
31,22035,558,13,4,0.59,4662,26742,0
31,129767,591,0,0,0.33,79591,200883,0
19,60745,442,0,5,0.16,40497,246216,0
54,37241,664,32,1,0.49,53606,269877,1
22,72975,389,0,1,0.27,63112,205675,0
55,43154,463,37,2,0.73,79334,89277,1
62,45625,780,35,5,0.38,71344,148082,1
58,64950,383,36,3,0.27,9048,172078,1
64,118602,376,40,4,0.49,79643,211572,0
31,76396,816,3,5,0.15,7520,263054,0
56,119227,784,32,4,0.47,17928,291517,1
42,138920,403,15,4,0.09,56368,143282,0
37,33331,751,5,3,0.51,24501,262176,0
19,83927,786,0,3,0.45,54751,20060,1
56,106226,638,23,3,0.44,37191,50256,1
23,104719,777,0,2,0.56,30476,249378,0
34,83014,522,2,1,0.08,27948,201315,0
42,59346,308,13,0,0.39,5483,164553,0
45,90411,352,20,3,0.38,57123,91648,0
19,74478,376,0,1,0.39,40887,270554,0
52,32254,802,29,3,0.78,84017,96316,1
54,75734,615,32,0,0.15,77254,115100,1
22,48621,464,3,5,0.57,81909,99123,0
18,136490,578,0,3,0.35,89780,42344,0
57,96441,326,36,1,0.43,62055,156981,1
29,66121,369,0,2,0.62,94165,143970,0
53,147386,517,19,5,0.17,32257,186574,0
62,101418,664,29,5,0.62,19327,177976,0
40,80197,605,14,5,0.1,72304,136020,0
64,104577,423,40,0,0.41,25866,162471,1
48,114634,318,16,1,0.61,45649,253385,1
28,138034,556,0,4,0.19,10166,295618,0
27,62431,595,5,4,0.63,97279,58459,0
20,137637,321,1,4,0.18,83334,117298,0
31,119245,749,10,2,0.65,10042,286453,0
33,120211,849,1,3,0.4,12969,178027,1
27,24837,347,4,3,0.56,52880,168082,0
46,131984,482,17,3,0.74,73739,289534,0
27,110025,734,6,2,0.36,64588,247329,0
29,103163,406,11,4,0.22,5641,275685,0
47,91232,487,15,5,0.7,29536,153993,0
58,68994,385,27,3,0.17,80910,48937,1
18,99079,755,0,5,0.52,15546,187952,0
22,32615,436,0,5,0.74,15102,84030,0
37,21466,635,15,2,0.56,99895,179268,1
25,50771,768,5,2,0.2,10029,135174,1
60,138645,702,36,1,0.16,48545,198831,1
29,103886,839,6,3,0.24,12322,212894,0
18,85911,371,0,4,0.34,13654,142113,0
37,118566,323,13,0,0.17,57663,90521,1
45,40746,784,24,2,0.65,76501,132521,1
60,108422,355,31,5,0.32,60687,67933,0
54,129884,522,28,1,0.75,8508,38691,1
64,80739,478,40,0,0.68,48859,266567,1
54,128440,733,36,2,0.73,23132,98374,1
29,118187,749,3,1,0.27,66800,8303,0
54,93369,791,22,5,0.48,17025,243615,0
66,21893,488,40,3,0.29,78024,277034,1
66,50573,719,34,1,0.24,66924,162878,1
61,116907,548,29,2,0.51,68607,78136,1
45,60874,463,21,3,0.66,25970,32230,1
64,97362,554,31,5,0.12,48736,242498,1
32,119956,775,13,4,0.26,80990,283610,0
23,107460,716,2,1,0.2,8840,152548,1
61,147021,469,28,0,0.65,30654,294876,0
37,138580,616,17,5,0.75,78385,265668,0
67,53367,473,40,3,0.11,53408,143447,1
31,41199,769,11,5,0.33,86939,12837,0
19,136600,644,0,3,0.74,76967,290252,0
26,111404,744,7,5,0.31,23442,284995,0
54,94328,317,35,4,0.58,66243,293744,0
37,77724,369,18,1,0.13,7630,263821,1
43,106133,637,12,0,0.38,48736,282332,1
46,56405,826,14,4,0.43,14008,49777,0
18,118232,755,0,1,0.62,48487,210591,0
52,128659,568,24,0,0.27,69395,264918,1
23,35989,487,0,5,0.25,3393,267374,0
54,48931,828,30,0,0.28,95680,162422,1
22,29290,733,0,2,0.47,56971,212890,0
50,58367,587,17,0,0.71,80627,257593,1
66,141136,798,40,1,0.67,88991,156426,1
68,99878,740,40,4,0.09,69657,230410,1
31,110477,602,0,4,0.71,75652,255598,0
29,99481,386,0,2,0.12,71507,185607,1
59,96298,737,31,1,0.36,30644,16355,1
37,146299,840,14,0,0.62,90615,244977,1
67,50133,321,37,2,0.11,94863,153216,1
41,132616,816,14,5,0.08,37122,75779,0
60,125686,802,38,3,0.3,4397,55094,1
51,47052,766,27,5,0.6,55569,122383,0
42,127286,400,14,1,0.44,78948,277738,0
67,105489,440,36,2,0.36,53133,220139,1
46,60475,437,13,4,0.66,49519,126562,0
56,102666,527,35,2,0.63,72057,227823,0
48,116622,580,30,3,0.64,30151,238772,0
64,77656,730,32,1,0.39,4472,153064,1
60,24633,339,29,2,0.06,52769,232131,1
67,37304,818,40,5,0.18,6481,104185,1
40,127573,510,19,0,0.61,39977,130039,0
61,117820,601,31,5,0.61,20883,94236,0
55,66546,385,26,1,0.78,89915,48388,1
37,27008,696,5,2,0.19,25265,294721,0
40,68291,552,14,5,0.14,53744,149566,0
62,47405,832,40,2,0.15,24656,91811,1
69,137069,680,40,5,0.19,10304,44248,0
33,56386,743,7,1,0.45,87616,94425,1
67,110909,332,37,4,0.78,46911,170834,0
59,40827,559,32,5,0.49,44013,209376,0
25,53040,533,0,0,0.44,78981,137083,0
67,80354,814,37,5,0.56,41314,224895,1
38,98543,607,17,1,0.11,23857,233760,1
18,38157,369,0,5,0.66,29894,260194,0
25,117693,753,0,0,0.54,39570,106751,1
46,55315,738,16,0,0.18,67080,291425,1
49,55932,663,17,1,0.52,40420,101574,0
55,41164,780,25,2,0.5,82588,146308,1
22,34414,443,0,5,0.1,57210,160531,0
64,147597,323,40,4,0.25,28734,69589,1
39,34327,724,17,0,0.34,37219,161872,1
64,133880,474,34,0,0.23,67972,35271,1
51,20946,624,29,5,0.23,56813,140250,0
18,34693,647,0,2,0.48,12007,102984,0
43,47241,317,18,5,0.4,29341,149348,0
60,135194,343,34,1,0.55,97550,150900,1
27,115790,454,0,4,0.77,50411,11149,0
47,35540,676,20,5,0.55,74087,73895,0
67,92255,701,39,0,0.49,79649,82670,1
35,84757,524,13,0,0.69,49431,245864,0
34,61203,516,8,1,0.52,5841,231233,1
43,45081,330,15,2,0.17,41729,172854,0
25,81861,358,6,5,0.29,83638,136971,0
64,31350,652,40,3,0.6,85647,101628,0
57,75512,744,39,2,0.6,77629,103956,1
66,76809,534,40,0,0.79,74082,127684,1
29,121894,406,9,5,0.52,58804,137054,0
44,117557,490,13,0,0.72,98335,103879,1
25,62832,829,3,4,0.09,53006,79060,1
42,48369,544,8,2,0.47,22584,74843,0
63,51728,375,31,3,0.74,61591,208361,0
21,37576,846,0,4,0.27,20361,179245,0
50,49001,566,19,3,0.17,81020,287897,1
18,147625,616,0,4,0.31,48871,118684,0
36,103384,420,2,2,0.64,15101,32238,0
48,20390,324,23,0,0.11,43774,89243,1
33,107535,731,8,3,0.5,43701,51086,0
31,65436,459,5,2,0.15,14261,32639,1
65,31569,413,37,3,0.38,14209,202761,1
22,33029,801,0,2,0.77,29647,123058,0
58,42490,465,28,4,0.2,9221,193512,1
43,65875,474,21,2,0.08,48833,218268,1
45,143552,300,12,4,0.37,86413,261799,0
19,120864,385,0,0,0.48,26557,58350,1
67,25867,619,40,4,0.27,99534,81779,0
23,100820,700,1,1,0.46,8526,57848,1
26,119515,681,1,0,0.77,2251,116546,0
50,29121,617,19,5,0.28,33588,113903,0
58,21539,549,38,5,0.28,55492,90122,0
42,111024,824,12,2,0.41,7889,187310,1
65,37027,555,37,2,0.44,95302,283834,1
30,147402,606,5,1,0.05,30146,120571,1
26,94229,443,0,2,0.51,53318,273333,0
30,28921,690,6,0,0.8,74588,106945,1
48,70435,468,15,0,0.27,99084,85110,1
58,142368,597,35,4,0.52,38638,159165,0
28,30310,532,0,3,0.05,2147,100400,1
21,83965,570,0,2,0.5,3847,272311,0
51,142033,359,33,1,0.39,86770,286669,1
55,131048,595,35,5,0.45,61335,125819,0
63,116444,766,40,0,0.46,85990,87074,1
21,89922,534,0,0,0.18,34388,144724,0
55,117799,533,34,0,0.63,65347,95902,1
36,113948,667,15,3,0.47,40983,116817,0
23,102839,531,0,3,0.25,44820,232644,0
51,32242,790,25,2,0.75,27076,240970,1
35,137027,802,10,5,0.06,31752,188933,0
30,132561,680,0,1,0.59,61533,203475,0
58,28947,727,24,3,0.34,17003,162336,1
40,132250,663,22,4,0.44,73954,136648,0
36,91466,501,5,3,0.27,18710,77799,0
62,123706,445,34,0,0.29,66657,248607,1
28,140351,756,8,1,0.06,38081,8764,1
18,144749,434,0,2,0.6,51228,161009,0
41,81816,563,14,3,0.58,94309,230408,0
24,68785,363,0,0,0.54,84102,123217,1
42,139963,790,17,4,0.71,21655,173747,0
38,20507,340,20,4,0.73,9483,267122,0
32,86972,595,8,2,0.47,99224,206576,0
18,47151,302,0,2,0.56,41094,95461,0
29,31618,409,0,3,0.06,42450,19202,0
24,94286,520,0,2,0.68,26209,74619,0
32,36122,669,12,5,0.66,47316,152564,0
38,27354,667,17,5,0.07,19556,192975,0
36,129598,735,9,0,0.46,28962,240185,1
46,50979,303,25,0,0.73,16638,31617,1
42,106436,543,16,0,0.19,39754,265420,1
50,99376,465,32,5,0.31,87619,251130,0
66,72774,325,40,3,0.3,73617,119785,1
49,122703,694,23,3,0.32,55376,45924,1
66,25037,773,40,2,0.08,14353,31071,1
52,48633,316,29,3,0.26,86388,23839,1
61,44495,391,36,0,0.27,72296,217878,1
55,84550,782,28,1,0.7,14771,108115,1
43,101384,842,15,0,0.31,67026,122379,1
28,56483,504,0,5,0.39,5263,245313,0
52,133181,801,31,1,0.34,8769,163396,1
25,93373,699,0,2,0.14,26334,293232,0
63,54069,506,34,4,0.79,84117,73459,0
31,27370,445,9,3,0.67,33749,108305,0
27,139873,400,0,3,0.46,12635,218800,0
19,136843,540,0,5,0.41,66110,110780,0
63,91947,462,37,0,0.54,2904,67406,1
26,59133,472,0,0,0.29,71805,101888,1
20,116035,801,0,1,0.09,31968,43703,1
38,115761,846,11,3,0.35,2650,70422,1
43,133753,583,24,5,0.79,13467,25614,0
25,20692,658,4,2,0.19,99331,153138,0
65,48926,680,40,0,0.45,47900,180363,1
19,119782,832,0,3,0.06,89180,44293,1
23,124700,462,0,4,0.14,36518,91586,0
45,93984,606,15,5,0.49,93816,217076,0
46,63390,638,16,1,0.27,69415,126896,1
43,69593,354,18,0,0.73,5357,260420,1
42,95609,632,13,0,0.35,94837,155301,1
29,120950,426,11,2,0.21,11865,73474,1
22,25209,542,2,0,0.46,69368,119461,1
51,146700,708,22,5,0.65,95404,67742,0
65,26533,802,35,3,0.06,62039,105731,1
54,106597,602,27,3,0.43,97939,95276,1
32,27211,763,0,3,0.63,72294,84686,0
61,29927,534,40,4,0.13,3921,145773,0
53,97463,337,33,4,0.73,5428,258916,0
32,137333,438,1,0,0.25,74647,185193,1
60,44594,494,36,4,0.18,89783,290435,1
65,94852,826,40,4,0.49,53557,291260,0
40,97713,300,12,2,0.18,96983,273030,1
23,96382,395,0,4,0.56,13366,18672,0
63,27933,712,35,1,0.42,47923,19508,1
67,123780,837,33,1,0.13,31564,114306,1
61,132157,728,34,1,0.73,76511,211000,1
60,60696,534,26,0,0.55,3642,174008,1
62,85449,648,40,3,0.46,14849,270425,1
38,87616,780,15,2,0.33,20344,248447,1
40,26089,695,18,0,0.15,22214,133686,1
60,76548,650,39,3,0.58,39226,100386,1
33,46123,715,14,2,0.66,92691,238099,1
64,27797,350,35,2,0.14,23522,258200,1
32,70013,380,12,2,0.42,7680,164540,0
42,28346,335,19,1,0.41,13507,96465,1
53,105414,366,22,1,0.31,75955,242921,1
28,53672,780,3,1,0.64,50007,152736,0
68,37653,767,37,2,0.12,50353,280777,1
32,69556,441,12,5,0.2,89095,9932,0
21,143723,655,0,2,0.05,69696,21205,1
38,128278,770,6,1,0.33,45233,56111,1
30,46140,738,6,2,0.27,51865,54541,0
39,21184,830,7,1,0.7,8872,75719,0
36,143626,426,6,1,0.61,8839,90787,0
51,54493,504,28,1,0.11,16652,156816,1
31,64148,328,0,5,0.61,7859,69737,0
21,44846,744,0,3,0.56,34520,148533,0
65,131361,763,40,2,0.26,79840,191496,1
69,42195,579,38,0,0.06,50266,250946,1
63,25606,450,31,1,0.14,70516,288710,1
44,23956,539,15,5,0.24,40093,98052,0
46,36555,565,19,0,0.66,52970,63641,1
64,110385,404,40,3,0.4,50620,117849,1
